wavelength,absolute_irradiance,arena,light_environment
587.35,0.72,vertical,bright
587.771,0.74,vertical,bright
588.191,0.72,vertical,bright
588.611,0.72,vertical,bright
589.031,0.72,vertical,bright
589.451,0.7,vertical,bright
589.871,0.7,vertical,bright
590.291,0.68,vertical,bright
590.711,0.68,vertical,bright
591.131,0.68,vertical,bright
591.55,0.68,vertical,bright
591.97,0.67,vertical,bright
592.39,0.67,vertical,bright
592.809,0.68,vertical,bright
593.229,0.67,vertical,bright
593.648,0.68,vertical,bright
594.068,0.68,vertical,bright
594.487,0.67,vertical,bright
594.906,0.65,vertical,bright
595.326,0.65,vertical,bright
595.745,0.64,vertical,bright
596.164,0.74,vertical,bright
596.583,0.64,vertical,bright
597.002,0.64,vertical,bright
597.421,0.63,vertical,bright
597.84,0.62,vertical,bright
598.259,0.62,vertical,bright
598.678,0.63,vertical,bright
599.096,0.63,vertical,bright
599.515,0.63,vertical,bright
599.934,0.63,vertical,bright
600.352,0.63,vertical,bright
600.771,0.62,vertical,bright
601.189,0.63,vertical,bright
601.607,0.63,vertical,bright
602.026,0.61,vertical,bright
602.444,0.61,vertical,bright
602.862,0.62,vertical,bright
603.28,0.61,vertical,bright
603.699,0.6,vertical,bright
604.117,0.59,vertical,bright
604.535,0.6,vertical,bright
604.953,0.6,vertical,bright
605.37,0.6,vertical,bright
605.788,0.59,vertical,bright
606.206,0.6,vertical,bright
606.624,0.6,vertical,bright
607.041,0.6,vertical,bright
607.459,0.59,vertical,bright
607.876,0.59,vertical,bright
608.294,0.6,vertical,bright
608.711,0.61,vertical,bright
609.129,0.62,vertical,bright
609.546,0.64,vertical,bright
609.963,0.67,vertical,bright
610.38,0.73,vertical,bright
610.798,0.84,vertical,bright
611.215,0.96,vertical,bright
611.632,1,vertical,bright
612.049,0.93,vertical,bright
612.466,0.89,vertical,bright
612.882,0.81,vertical,bright
613.299,0.77,vertical,bright
613.716,0.74,vertical,bright
614.133,0.71,vertical,bright
614.549,0.68,vertical,bright
614.966,0.66,vertical,bright
615.382,0.63,vertical,bright
615.799,0.61,vertical,bright
616.215,0.59,vertical,bright
616.631,0.58,vertical,bright
617.048,0.57,vertical,bright
617.464,0.55,vertical,bright
617.88,0.54,vertical,bright
618.296,0.54,vertical,bright
618.712,0.53,vertical,bright
619.128,0.53,vertical,bright
619.544,0.54,vertical,bright
619.96,0.52,vertical,bright
620.376,0.53,vertical,bright
620.792,0.51,vertical,bright
621.207,0.52,vertical,bright
621.623,0.53,vertical,bright
622.039,0.51,vertical,bright
622.454,0.5,vertical,bright
622.87,0.5,vertical,bright
623.285,0.49,vertical,bright
623.7,0.49,vertical,bright
624.116,0.48,vertical,bright
624.531,0.48,vertical,bright
624.946,0.48,vertical,bright
625.361,0.48,vertical,bright
625.776,0.46,vertical,bright
626.191,0.46,vertical,bright
626.606,0.45,vertical,bright
627.021,0.46,vertical,bright
627.436,0.45,vertical,bright
627.851,0.44,vertical,bright
628.266,0.44,vertical,bright
628.68,0.43,vertical,bright
629.095,0.43,vertical,bright
629.509,0.44,vertical,bright
629.924,0.42,vertical,bright
630.338,0.44,vertical,bright
630.753,0.44,vertical,bright
631.167,0.44,vertical,bright
631.581,0.44,vertical,bright
631.996,0.42,vertical,bright
632.41,0.42,vertical,bright
632.824,0.41,vertical,bright
633.238,0.4,vertical,bright
633.652,0.39,vertical,bright
634.066,0.38,vertical,bright
634.48,0.37,vertical,bright
634.893,0.37,vertical,bright
635.307,0.36,vertical,bright
635.721,0.35,vertical,bright
636.135,0.35,vertical,bright
636.548,0.35,vertical,bright
636.962,0.34,vertical,bright
637.375,0.34,vertical,bright
637.789,0.34,vertical,bright
638.202,0.33,vertical,bright
638.615,0.33,vertical,bright
639.028,0.33,vertical,bright
639.442,0.34,vertical,bright
639.855,0.32,vertical,bright
640.268,0.32,vertical,bright
640.681,0.32,vertical,bright
641.094,0.31,vertical,bright
641.507,0.31,vertical,bright
641.92,0.31,vertical,bright
642.332,0.31,vertical,bright
642.745,0.3,vertical,bright
643.158,0.3,vertical,bright
643.57,0.29,vertical,bright
643.983,0.29,vertical,bright
644.395,0.29,vertical,bright
644.808,0.28,vertical,bright
645.22,0.29,vertical,bright
645.632,0.28,vertical,bright
646.045,0.29,vertical,bright
646.457,0.28,vertical,bright
646.869,0.29,vertical,bright
647.281,0.27,vertical,bright
647.693,0.27,vertical,bright
648.105,0.28,vertical,bright
648.517,0.26,vertical,bright
648.929,0.26,vertical,bright
649.341,0.27,vertical,bright
649.752,0.27,vertical,bright
650.164,0.27,vertical,bright
650.576,0.26,vertical,bright
650.987,0.25,vertical,bright
651.399,0.27,vertical,bright
651.81,0.25,vertical,bright
652.222,0.25,vertical,bright
652.633,0.24,vertical,bright
653.044,0.24,vertical,bright
653.456,0.24,vertical,bright
653.867,0.25,vertical,bright
654.278,0.23,vertical,bright
654.689,0.22,vertical,bright
655.1,0.23,vertical,bright
655.511,0.23,vertical,bright
655.922,0.22,vertical,bright
656.333,0.22,vertical,bright
656.743,0.22,vertical,bright
657.154,0.22,vertical,bright
657.565,0.21,vertical,bright
657.975,0.2,vertical,bright
658.386,0.21,vertical,bright
658.796,0.2,vertical,bright
659.207,0.21,vertical,bright
659.617,0.21,vertical,bright
660.027,0.2,vertical,bright
660.438,0.2,vertical,bright
660.848,0.2,vertical,bright
661.258,0.18,vertical,bright
661.668,0.21,vertical,bright
662.078,0.19,vertical,bright
662.488,0.2,vertical,bright
662.898,0.2,vertical,bright
663.308,0.19,vertical,bright
663.717,0.19,vertical,bright
664.127,0.18,vertical,bright
664.537,0.17,vertical,bright
664.946,0.17,vertical,bright
665.356,0.17,vertical,bright
665.765,0.16,vertical,bright
666.175,0.17,vertical,bright
666.584,0.16,vertical,bright
666.994,0.16,vertical,bright
667.403,0.17,vertical,bright
667.812,0.16,vertical,bright
668.221,0.16,vertical,bright
668.63,0.16,vertical,bright
669.039,0.16,vertical,bright
669.448,0.15,vertical,bright
669.857,0.16,vertical,bright
670.266,0.15,vertical,bright
670.675,0.15,vertical,bright
671.084,0.16,vertical,bright
671.492,0.14,vertical,bright
671.901,0.16,vertical,bright
672.31,0.14,vertical,bright
672.718,0.14,vertical,bright
673.126,0.15,vertical,bright
673.535,0.13,vertical,bright
673.943,0.13,vertical,bright
674.351,0.13,vertical,bright
674.76,0.13,vertical,bright
675.168,0.11,vertical,bright
675.576,0.12,vertical,bright
675.984,0.13,vertical,bright
676.392,0.13,vertical,bright
676.8,0.13,vertical,bright
677.208,0.12,vertical,bright
677.616,0.13,vertical,bright
678.023,0.12,vertical,bright
678.431,0.13,vertical,bright
678.839,0.12,vertical,bright
679.246,0.12,vertical,bright
679.654,0.12,vertical,bright
680.061,0.13,vertical,bright
680.469,0.12,vertical,bright
680.876,0.11,vertical,bright
681.283,0.12,vertical,bright
681.691,0.09,vertical,bright
682.098,0.11,vertical,bright
682.505,0.11,vertical,bright
682.912,0.09,vertical,bright
683.319,0.11,vertical,bright
683.726,0.1,vertical,bright
684.133,0.1,vertical,bright
684.54,0.1,vertical,bright
684.946,0.09,vertical,bright
685.353,0.09,vertical,bright
685.76,0.09,vertical,bright
686.166,0.09,vertical,bright
686.573,0.11,vertical,bright
686.979,0.09,vertical,bright
687.386,0.09,vertical,bright
687.792,0.1,vertical,bright
688.198,0.1,vertical,bright
688.605,0.09,vertical,bright
689.011,0.1,vertical,bright
689.417,0.11,vertical,bright
689.823,0.09,vertical,bright
690.229,0.1,vertical,bright
690.635,0.1,vertical,bright
691.041,0.1,vertical,bright
691.447,0.1,vertical,bright
691.853,0.08,vertical,bright
692.258,0.07,vertical,bright
692.664,0.07,vertical,bright
693.07,0.08,vertical,bright
693.475,0.09,vertical,bright
693.881,0.09,vertical,bright
694.286,0.08,vertical,bright
694.691,0.08,vertical,bright
695.097,0.07,vertical,bright
695.502,0.08,vertical,bright
695.907,0.07,vertical,bright
696.312,0.08,vertical,bright
696.717,0.06,vertical,bright
697.122,0.07,vertical,bright
697.527,0.07,vertical,bright
697.932,0.07,vertical,bright
698.337,0.06,vertical,bright
698.742,0.07,vertical,bright
699.147,0.09,vertical,bright
699.551,0.07,vertical,bright
699.956,0.05,vertical,bright
700.361,0.05,vertical,bright
700.765,0.08,vertical,bright
701.169,0.05,vertical,bright
701.574,0.04,vertical,bright
701.978,0.06,vertical,bright
702.382,0.05,vertical,bright
702.787,0.06,vertical,bright
703.191,0.04,vertical,bright
703.595,0.06,vertical,bright
703.999,0.06,vertical,bright
704.403,0.06,vertical,bright
704.807,0.05,vertical,bright
705.211,0.07,vertical,bright
705.615,0.07,vertical,bright
706.018,0.08,vertical,bright
706.422,0.08,vertical,bright
706.826,0.08,vertical,bright
707.229,0.09,vertical,bright
707.633,0.08,vertical,bright
708.036,0.08,vertical,bright
708.44,0.07,vertical,bright
708.843,0.07,vertical,bright
709.246,0.08,vertical,bright
709.649,0.08,vertical,bright
710.052,0.07,vertical,bright
710.456,0.05,vertical,bright
710.859,0.05,vertical,bright
711.262,0.05,vertical,bright
711.665,0.07,vertical,bright
712.067,0.06,vertical,bright
712.47,0.07,vertical,bright
712.873,0.06,vertical,bright
713.276,0.05,vertical,bright
713.678,0.06,vertical,bright
714.081,0.06,vertical,bright
714.483,0.07,vertical,bright
714.886,0.06,vertical,bright
715.288,0.03,vertical,bright
715.691,0.04,vertical,bright
716.093,0.04,vertical,bright
716.495,0.02,vertical,bright
716.897,0.04,vertical,bright
717.299,0.05,vertical,bright
717.701,0.03,vertical,bright
718.103,0.03,vertical,bright
718.505,0.02,vertical,bright
718.907,0.03,vertical,bright
719.309,0.03,vertical,bright
719.711,0.04,vertical,bright
720.113,0.03,vertical,bright
720.514,0.04,vertical,bright
720.916,0.05,vertical,bright
721.317,0.03,vertical,bright
721.719,0.03,vertical,bright
722.12,0.04,vertical,bright
722.521,0.05,vertical,bright
722.923,0.04,vertical,bright
723.324,0.03,vertical,bright
723.725,0.03,vertical,bright
724.126,0.03,vertical,bright
724.527,0.03,vertical,bright
724.928,0.04,vertical,bright
725.329,0.02,vertical,bright
725.73,0.02,vertical,bright
726.131,0.03,vertical,bright
726.532,0.06,vertical,bright
726.932,0.06,vertical,bright
727.333,0.05,vertical,bright
727.734,0.02,vertical,bright
728.134,0.06,vertical,bright
728.535,0.02,vertical,bright
728.935,0.03,vertical,bright
729.335,0.04,vertical,bright
729.736,0.02,vertical,bright
730.136,0.05,vertical,bright
730.536,0.04,vertical,bright
730.936,0.03,vertical,bright
731.336,0.01,vertical,bright
731.736,0.04,vertical,bright
732.136,0.05,vertical,bright
732.536,0.01,vertical,bright
732.936,0.01,vertical,bright
733.336,0.02,vertical,bright
733.735,0.03,vertical,bright
734.135,0.03,vertical,bright
734.535,0.02,vertical,bright
734.934,0.02,vertical,bright
735.334,0.02,vertical,bright
735.733,0.02,vertical,bright
736.132,0.03,vertical,bright
736.532,0.02,vertical,bright
736.931,0.01,vertical,bright
737.33,0.02,vertical,bright
737.729,0.03,vertical,bright
738.128,0,vertical,bright
738.527,0.02,vertical,bright
738.926,0.01,vertical,bright
739.325,0.03,vertical,bright
739.724,0.03,vertical,bright
740.123,0.03,vertical,bright
740.521,0.04,vertical,bright
740.92,0.04,vertical,bright
741.319,0.03,vertical,bright
741.717,0.02,vertical,bright
742.116,0.02,vertical,bright
742.514,0.03,vertical,bright
742.912,0.02,vertical,bright
743.311,0.01,vertical,bright
743.709,0.02,vertical,bright
744.107,0.01,vertical,bright
744.505,0.02,vertical,bright
744.903,0.04,vertical,bright
745.301,0.03,vertical,bright
745.699,0.03,vertical,bright
746.097,0.01,vertical,bright
746.495,0.01,vertical,bright
746.893,0.03,vertical,bright
747.29,0.03,vertical,bright
747.688,0,vertical,bright
748.086,0.03,vertical,bright
748.483,0.02,vertical,bright
748.881,0.01,vertical,bright
749.278,0,vertical,bright
749.675,0.02,vertical,bright
750.073,0.01,vertical,bright
750.47,0.02,vertical,bright
750.867,0.03,vertical,bright
751.264,0.02,vertical,bright
751.661,0.03,vertical,bright
752.058,0,vertical,bright
752.455,0.02,vertical,bright
752.852,0,vertical,bright
753.249,0.01,vertical,bright
753.646,0.01,vertical,bright
754.042,0.01,vertical,bright
754.439,0.04,vertical,bright
754.836,0.02,vertical,bright
755.232,0.02,vertical,bright
755.629,0.03,vertical,bright
756.025,0.01,vertical,bright
756.421,0.02,vertical,bright
756.818,0,vertical,bright
757.214,0.01,vertical,bright
757.61,0.03,vertical,bright
758.006,0.02,vertical,bright
758.402,0.02,vertical,bright
758.798,0.02,vertical,bright
759.194,0,vertical,bright
759.59,0.04,vertical,bright
759.986,0.03,vertical,bright
760.382,0.01,vertical,bright
760.777,0,vertical,bright
761.173,0.01,vertical,bright
761.569,0.02,vertical,bright
761.964,0.01,vertical,bright
762.36,0,vertical,bright
762.755,0.01,vertical,bright
763.15,0.02,vertical,bright
763.546,0.04,vertical,bright
763.941,0.01,vertical,bright
764.336,0.02,vertical,bright
764.731,0,vertical,bright
765.126,0.01,vertical,bright
765.521,-0.01,vertical,bright
765.916,0,vertical,bright
766.311,0.02,vertical,bright
766.706,0.02,vertical,bright
767.101,0.01,vertical,bright
767.495,0.01,vertical,bright
767.89,0.02,vertical,bright
768.284,0.01,vertical,bright
768.679,0,vertical,bright
769.073,0.01,vertical,bright
769.468,0,vertical,bright
769.862,0.02,vertical,bright
770.256,0.02,vertical,bright
770.651,-0.01,vertical,bright
771.045,-0.01,vertical,bright
771.439,0.02,vertical,bright
771.833,0.03,vertical,bright
772.227,0.04,vertical,bright
772.621,0.02,vertical,bright
773.015,0.01,vertical,bright
773.409,0.01,vertical,bright
773.802,-0.01,vertical,bright
774.196,0.03,vertical,bright
774.59,0.01,vertical,bright
774.983,0.04,vertical,bright
775.377,0.04,vertical,bright
775.77,0.01,vertical,bright
776.164,0.03,vertical,bright
776.557,0.01,vertical,bright
776.95,0.01,vertical,bright
777.343,0,vertical,bright
777.737,0.02,vertical,bright
778.13,0.03,vertical,bright
778.523,0.02,vertical,bright
778.916,0.04,vertical,bright
779.309,0.01,vertical,bright
779.701,0.02,vertical,bright
780.094,0,vertical,bright
780.487,-0.02,vertical,bright
780.88,0.01,vertical,bright
781.272,0.03,vertical,bright
781.665,0,vertical,bright
782.057,-0.02,vertical,bright
782.45,0,vertical,bright
782.842,-0.01,vertical,bright
783.235,0.02,vertical,bright
783.627,-0.01,vertical,bright
784.019,0,vertical,bright
784.411,0,vertical,bright
784.803,-0.01,vertical,bright
785.195,0.02,vertical,bright
785.587,0.02,vertical,bright
785.979,0.01,vertical,bright
786.371,-0.01,vertical,bright
786.763,0.01,vertical,bright
787.155,-0.03,vertical,bright
787.546,0.03,vertical,bright
787.938,0.02,vertical,bright
788.329,0.04,vertical,bright
788.721,-0.01,vertical,bright
789.112,-0.01,vertical,bright
789.504,0.04,vertical,bright
789.895,0.04,vertical,bright
790.286,-0.01,vertical,bright
790.677,0.04,vertical,bright
791.069,0.02,vertical,bright
791.46,0.05,vertical,bright
791.851,0.01,vertical,bright
792.242,0.01,vertical,bright
792.632,-0.01,vertical,bright
793.023,0.01,vertical,bright
793.414,0.08,vertical,bright
793.805,0.01,vertical,bright
794.195,0.01,vertical,bright
794.586,-0.01,vertical,bright
794.977,0,vertical,bright
795.367,0,vertical,bright
795.758,0.01,vertical,bright
796.148,0.02,vertical,bright
796.538,0.03,vertical,bright
796.928,-0.01,vertical,bright
797.319,0,vertical,bright
797.709,-0.01,vertical,bright
798.099,0,vertical,bright
798.489,0.03,vertical,bright
798.879,0,vertical,bright
799.269,-0.01,vertical,bright
799.658,0.02,vertical,bright
800.048,0,vertical,bright
800.438,0.02,vertical,bright
800.828,-0.02,vertical,bright
801.217,-0.01,vertical,bright
801.607,-0.01,vertical,bright
801.996,0.04,vertical,bright
802.386,0.01,vertical,bright
802.775,0.01,vertical,bright
803.164,0.04,vertical,bright
803.553,0.03,vertical,bright
803.943,0.03,vertical,bright
804.332,0.05,vertical,bright
804.721,0.01,vertical,bright
805.11,0.01,vertical,bright
805.499,-0.02,vertical,bright
805.888,0.04,vertical,bright
806.276,-0.02,vertical,bright
806.665,0,vertical,bright
807.054,0.01,vertical,bright
807.442,0.01,vertical,bright
807.831,0.1,vertical,bright
808.22,0.05,vertical,bright
808.608,0.02,vertical,bright
808.996,0,vertical,bright
809.385,0,vertical,bright
809.773,0.02,vertical,bright
810.161,0.03,vertical,bright
810.549,0.04,vertical,bright
810.938,-0.02,vertical,bright
811.326,0.02,vertical,bright
811.714,0.07,vertical,bright
812.101,-0.02,vertical,bright
812.489,0.02,vertical,bright
812.877,0.04,vertical,bright
813.265,-0.02,vertical,bright
813.653,0.03,vertical,bright
814.04,-0.02,vertical,bright
814.428,0,vertical,bright
814.815,0.05,vertical,bright
815.203,0.02,vertical,bright
815.59,0.09,vertical,bright
815.977,0.01,vertical,bright
816.365,0.02,vertical,bright
816.752,-0.04,vertical,bright
817.139,0,vertical,bright
817.526,0.06,vertical,bright
817.913,-0.02,vertical,bright
818.3,0.02,vertical,bright
818.687,0.02,vertical,bright
819.074,0.05,vertical,bright
819.46,0.07,vertical,bright
819.847,-0.01,vertical,bright
820.234,0.05,vertical,bright
820.62,-0.04,vertical,bright
